crime_type,year,month,day,hour,location,latitude,longitude
theft,2017,1,23,16,RESIDENCE-GARAGE,41.801206426,-87.726572511
theft,2013,12,20,21,RESIDENCE,41.803357169,-87.64880051
theft,2002,10,7,7,STREET,41.795273472,-87.765251952
theft,2010,7,9,8,APARTMENT,41.930016302,-87.794218401
criminal damage,2002,12,9,13,STREET,41.80632805,-87.664911196
battery,2007,2,21,14,STREET,41.89104827,-87.713742592
theft,2016,8,8,11,STREET,41.799122789,-87.646509403
criminal damage,2009,7,5,21,APARTMENT,41.773407549,-87.621506778
battery,2006,8,15,19,ALLEY,41.823636418,-87.631814187
criminal damage,2016,10,13,5,CTA TRAIN,41.967083891,-87.70842839
theft,2006,7,16,14,DRIVEWAY - RESIDENTIAL,41.718172653,-87.570983257
battery,2003,3,21,10,RESIDENCE,41.973737192,-87.668131872
criminal damage,2007,11,14,21,STREET,42.006673224,-87.666751282
theft,2013,4,11,22,STREET,41.917892758,-87.705223253
theft,2010,12,18,12,STREET,41.699043183,-87.622104095
theft,2013,6,23,2,STREET,41.916667041,-87.688073137
battery,2009,3,3,20,STREET,41.779584157,-87.656334767
theft,2004,7,4,12,DRIVEWAY - RESIDENTIAL,41.926020572,-87.752007337
theft,2009,8,30,18,OTHER,41.77289821,-87.56995798
criminal damage,2008,3,29,12,RESIDENCE,41.837617688,-87.732874455
theft,2013,9,27,18,OTHER RAILROAD PROP / TRAIN DEPOT,41.727859003,-87.545598638
theft,2006,3,18,23,RESIDENCE,41.798718683,-87.653775247
criminal damage,2007,12,20,14,STREET,41.883515031,-87.63705357
criminal damage,2016,7,29,22,CTA BUS STOP,41.874319278,-87.745040754
theft,2003,1,24,13,APARTMENT,41.746692325,-87.665002465
battery,2003,8,25,13,SIDEWALK,41.951902615,-87.649628667
battery,2002,11,23,17,ALLEY,41.78029241,-87.612612983
battery,2003,1,9,8,CHA PARKING LOT/GROUNDS,41.828343176,-87.626497604
criminal damage,2011,3,9,22,STREET,41.790299362,-87.637751563
battery,2014,6,22,18,STREET,41.862983871,-87.703840955
theft,2014,10,23,15,STREET,41.814279799,-87.626215723
theft,2002,11,8,18,RESIDENCE,41.953754316,-87.780471144
criminal damage,2007,4,2,18,SMALL RETAIL STORE,41.927983218,-87.785603309
theft,2008,11,28,19,STREET,41.93215377,-87.734359037
battery,2009,7,28,21,STREET,41.773511111,-87.702139376
criminal damage,2016,9,13,7,BANK,41.939919421,-87.653457941
theft,2015,10,30,21,BANK,41.737529975,-87.601205448
theft,2003,6,8,3,STREET,41.727525709,-87.569396348
criminal damage,2003,4,12,20,STREET,41.698305424,-87.526995377
battery,2012,2,16,3,STREET,41.797487335,-87.761223957
criminal damage,2013,12,7,17,STREET,41.814514084,-87.61400492
battery,2004,4,14,9,CHA PARKING LOT/GROUNDS,41.814007401,-87.628331665
theft,2010,9,23,17,RESIDENCE,42.000437032,-87.771079402
theft,2006,12,11,22,RESIDENCE,41.842695834,-87.61721984
criminal damage,2013,10,21,7,RESIDENCE,41.68772231,-87.663584886
criminal damage,2011,11,14,19,GROCERY FOOD STORE,41.750111323,-87.644030737
criminal damage,2016,8,24,9,STREET,41.802115448,-87.58775136
criminal damage,2014,11,4,18,VEHICLE NON-COMMERCIAL,41.745055647,-87.73659225
criminal damage,2013,9,2,10,RESIDENTIAL YARD (FRONT/BACK),41.769513828,-87.687046229
battery,2004,6,5,24,VEHICLE NON-COMMERCIAL,41.890047962,-87.756131146
theft,2010,11,17,24,APARTMENT,41.795155656,-87.674338412
theft,2011,10,1,15,RESIDENCE,41.916058905,-87.726525616
battery,2015,12,14,3,STREET,41.779878545,-87.704262094
theft,2003,9,5,17,"SCHOOL, PUBLIC, BUILDING",41.767740703,-87.691888057
theft,2010,7,14,24,STREET,41.922466912,-87.635737328
battery,2012,7,27,24,TAVERN/LIQUOR STORE,41.885700524,-87.735637794
battery,2003,5,14,21,VEHICLE NON-COMMERCIAL,41.921146698,-87.707102054
theft,2005,9,9,15,PARKING LOT/GARAGE(NON.RESID.),41.794571243,-87.601378095
battery,2011,7,28,24,SIDEWALK,41.858954003,-87.716754268
battery,2012,7,17,8,RESIDENCE,41.74807379,-87.654884957
criminal damage,2016,9,10,20,APARTMENT,41.857681483,-87.710294852
criminal damage,2001,9,13,11,COMMERCIAL / BUSINESS OFFICE,41.830983706,-87.619485919
theft,2005,11,29,6,APARTMENT,41.818042333,-87.611676269
criminal damage,2014,12,25,19,ATHLETIC CLUB,41.911151209,-87.63598179
battery,2006,8,7,19,PARK PROPERTY,41.691363714,-87.713923451
battery,2017,4,14,18,STREET,41.767938196,-87.666328916
theft,2007,7,30,18,RESIDENCE,41.712497975,-87.634525598
battery,2002,9,5,22,STREET,41.766675796,-87.637182039
theft,2003,12,11,22,STREET,41.929540943,-87.760100649
theft,2001,8,16,14,STREET,41.80352971,-87.667415989
criminal damage,2007,10,12,8,"SCHOOL, PUBLIC, GROUNDS",41.754168689,-87.601635756
criminal damage,2009,4,1,15,STREET,41.897933819,-87.671012817
criminal damage,2007,10,3,1,STREET,41.799831332,-87.730704095
theft,2001,11,3,1,RESIDENCE,41.840105554,-87.639172104
criminal damage,2008,4,29,11,RESIDENCE,42.003928363,-87.66569089
battery,2003,9,15,21,STREET,41.759744921,-87.572455962
battery,2007,8,25,18,ALLEY,41.778374456,-87.673883311
criminal damage,2016,9,9,20,STREET,41.881128702,-87.689947408
battery,2011,1,17,14,VEHICLE NON-COMMERCIAL,41.880186421,-87.768532463
criminal damage,2002,4,17,17,RESIDENCE,41.876889551,-87.690074383
theft,2008,8,23,14,APARTMENT,41.74998548,-87.560833332
theft,2016,8,26,17,GROCERY FOOD STORE,41.881086082,-87.695096188
theft,2013,4,26,14,STREET,41.890724612,-87.624124515
criminal damage,2002,4,28,1,STREET,41.957328008,-87.72577029
theft,2009,4,13,9,STREET,41.880156633,-87.697227909
battery,2014,5,27,17,ALLEY,41.876192428,-87.724284843
battery,2014,10,18,14,SIDEWALK,41.758195249,-87.563930867
theft,2005,4,13,20,STREET,41.779173667,-87.653277703
battery,2004,12,6,21,PARKING LOT/GARAGE(NON.RESID.),41.992396228,-87.660341437
criminal damage,2014,12,24,9,RESIDENCE,41.769687895,-87.653025985
battery,2012,6,28,15,OTHER,41.850649065,-87.722251555
battery,2005,3,29,21,SIDEWALK,41.809478754,-87.673502039
battery,2007,4,29,4,STREET,41.761109412,-87.644308897
criminal damage,2004,6,27,24,STREET,41.77111611,-87.576434688
battery,2013,11,16,23,SIDEWALK,41.940432128,-87.651067063
theft,2014,3,22,12,STREET,41.944920965,-87.737202255
battery,2004,6,25,21,SIDEWALK,41.877663618,-87.742726126
criminal damage,2011,11,5,22,GAS STATION,41.76559446,-87.621050648
criminal damage,2004,11,4,12,RESIDENCE,41.899554426,-87.700477226
theft,2004,3,20,6,RESIDENCE,41.765743907,-87.68571681
theft,2008,2,2,1,VEHICLE NON-COMMERCIAL,41.842037885,-87.71106685
battery,2013,6,29,20,SIDEWALK,41.858227,-87.706655423
criminal damage,2011,2,12,13,STREET,41.764293597,-87.580162023
theft,2006,6,9,20,STREET,41.899770221,-87.736685712
theft,2015,7,11,22,ALLEY,41.856992079,-87.659633911
criminal damage,2009,10,8,20,STREET,41.850351882,-87.676370825
theft,2002,1,28,11,SMALL RETAIL STORE,41.90938675,-87.764957714
criminal damage,2003,12,9,17,RESIDENCE,41.786891,-87.632790609
theft,2014,4,28,14,STREET,41.759742877,-87.579221967
criminal damage,2016,6,29,22,SIDEWALK,41.933433923,-87.641362086
criminal damage,2003,8,5,11,PARKING LOT/GARAGE(NON.RESID.),41.779800253,-87.641476402
battery,2007,2,17,9,STREET,41.871781022,-87.713763476
battery,2011,4,13,12,SIDEWALK,41.749272879,-87.555275326
theft,2010,11,4,15,STREET,41.993347152,-87.780349346
battery,2012,11,13,16,RESIDENCE PORCH/HALLWAY,41.747632189,-87.604725888
criminal damage,2012,4,30,17,SMALL RETAIL STORE,41.939588343,-87.650385064
theft,2004,10,15,18,STREET,41.68459767,-87.625320098
battery,2007,5,15,21,SIDEWALK,41.852059359,-87.732082388
battery,2003,9,23,16,STREET,41.888861359,-87.750482353
criminal damage,2001,11,19,19,RESIDENCE,41.896767254,-87.629449688
criminal damage,2016,11,30,20,DEPARTMENT STORE,41.88171846,-87.627760426
battery,2003,9,2,21,SIDEWALK,41.910715658,-87.710087992
battery,2011,3,17,20,STREET,41.684927504,-87.653586476
theft,2017,4,25,20,STREET,41.927797428,-87.754989868
theft,2001,11,4,14,STREET,41.775865161,-87.775197201
criminal damage,2008,1,20,14,PARKING LOT/GARAGE(NON.RESID.),41.939301223,-87.710401471
theft,2005,6,19,21,APARTMENT,41.989149967,-87.809922914
criminal damage,2008,9,21,2,BAR OR TAVERN,41.885393253,-87.663547848
criminal damage,2011,6,26,17,STREET,41.878840427,-87.639582928
criminal damage,2017,7,17,11,APARTMENT,41.882328854,-87.758411303
theft,2013,10,13,19,STREET,41.764843939,-87.638308825
criminal damage,2016,10,12,14,SMALL RETAIL STORE,41.919460029,-87.687471802
battery,2003,5,3,22,ALLEY,41.735857166,-87.624152861
criminal damage,2003,7,27,3,STREET,41.763541428,-87.713801559
criminal damage,2009,3,9,18,SMALL RETAIL STORE,41.93869708,-87.667305319
theft,2007,4,16,18,STREET,41.753640079,-87.645334325
criminal damage,2004,7,29,24,VEHICLE NON-COMMERCIAL,41.912728966,-87.719076966
theft,2013,9,13,15,STREET,41.890539519,-87.65946515
battery,2001,5,11,20,STREET,41.781831385,-87.660479913
theft,2012,3,4,21,RESIDENCE,41.754457031,-87.563858238
theft,2008,4,16,9,GAS STATION,41.750005014,-87.673125651
criminal damage,2010,5,25,1,STREET,41.957071437,-87.666205933
battery,2002,7,15,19,SIDEWALK,41.883932255,-87.680037092
theft,2001,8,7,24,STREET,41.924601917,-87.70764886
criminal damage,2011,11,27,4,CHA HALLWAY/STAIRWELL/ELEVATOR,41.864764484,-87.658814406
battery,2008,1,7,1,STREET,41.853947709,-87.666045352
theft,2006,4,5,3,APARTMENT,41.774612074,-87.594522247
battery,2007,8,18,16,SIDEWALK,41.779205903,-87.650846588
criminal damage,2001,1,14,13,STREET,41.860247306,-87.695288769
theft,2002,8,21,18,STREET,41.902680798,-87.725495186
criminal damage,2004,8,13,20,SIDEWALK,41.904836232,-87.687997583
battery,2001,1,15,24,CHA PARKING LOT/GROUNDS,41.841271803,-87.627008571
battery,2001,12,21,14,STREET,41.89502516,-87.757599589
battery,2009,3,9,1,SIDEWALK,41.774385994,-87.609445656
battery,2004,3,12,19,STREET,41.757975459,-87.613870647
battery,2002,1,6,22,STREET,41.883638136,-87.755186303
theft,2010,9,26,20,RESIDENCE,41.7403199,-87.557552563
criminal damage,2006,7,5,17,ALLEY,41.922786529,-87.645045119
battery,2002,7,1,14,STREET,41.846434616,-87.696622508
theft,2008,3,26,12,OTHER,41.769653936,-87.660306589
theft,2001,10,5,10,STREET,41.692722515,-87.604507439
criminal damage,2003,7,15,7,STREET,41.745588752,-87.568573962
battery,2007,1,25,8,STREET,41.867101385,-87.723376202
criminal damage,2005,10,6,14,DRUG STORE,41.80859321,-87.665577234
theft,2011,11,30,9,RESIDENCE PORCH/HALLWAY,41.791458525,-87.647515317
theft,2001,3,5,12,OTHER,41.940208129,-87.640697089
theft,2009,5,20,21,STREET,41.920432964,-87.64980304
battery,2008,1,18,24,STREET,41.882389437,-87.737985828
battery,2006,12,12,1,STREET,41.764922329,-87.61403863
criminal damage,2008,11,21,2,RESIDENCE,41.865964926,-87.710530163
criminal damage,2012,2,12,17,APARTMENT,41.809011807,-87.599255006
battery,2006,10,23,11,ALLEY,41.699187787,-87.618429742
battery,2001,7,21,15,STREET,41.898539646,-87.748194135
theft,2013,6,29,3,CTA GARAGE / OTHER PROPERTY,41.885702079,-87.642031644
battery,2006,3,11,13,RESIDENCE,41.777423832,-87.648368783
criminal damage,2008,8,13,17,PARKING LOT/GARAGE(NON.RESID.),41.921347179,-87.680522747
criminal damage,2005,6,10,3,RESIDENCE PORCH/HALLWAY,41.951585716,-87.671413484
battery,2013,10,20,9,SIDEWALK,41.88361104,-87.707105168
criminal damage,2007,12,20,24,RESIDENCE,41.945178928,-87.737203527
battery,2002,2,28,13,RESIDENCE PORCH/HALLWAY,41.893438015,-87.767897856
theft,2008,6,19,18,STREET,41.987779008,-87.808970435
theft,2010,11,19,3,STREET,41.960818082,-87.739296905
criminal damage,2001,3,1,12,RESIDENCE,41.878831371,-87.648590481
criminal damage,2012,5,7,20,ATHLETIC CLUB,41.780155491,-87.586451255
criminal damage,2006,10,22,16,STREET,41.922896812,-87.636485926
theft,2007,7,12,23,RESIDENCE PORCH/HALLWAY,41.88291222,-87.694820957
theft,2016,3,24,23,STREET,41.789247208,-87.62188894
criminal damage,2012,11,19,15,STREET,41.954131386,-87.740542784
criminal damage,2003,10,10,13,OTHER,41.802413509,-87.592677218
theft,2016,3,19,20,STREET,41.657826099,-87.547133325
battery,2010,4,13,17,SIDEWALK,41.718664218,-87.551025769
battery,2012,9,11,1,SIDEWALK,41.810784565,-87.745688479
theft,2002,6,1,13,CTA BUS,41.825046228,-87.617020311
criminal damage,2007,5,16,1,STREET,41.916275002,-87.798125813
battery,2004,9,1,18,SIDEWALK,41.761720809,-87.598166867
theft,2017,5,30,22,OTHER,41.999679671,-87.681808677
theft,2013,5,13,12,STREET,41.880963885,-87.706793179
theft,2009,1,31,24,RESIDENCE,41.748438286,-87.630603312
criminal damage,2016,4,11,14,HOTEL/MOTEL,41.892559086,-87.623450463
battery,2008,6,14,11,SIDEWALK,41.919863513,-87.692384042
theft,2004,12,9,16,STREET,41.913075726,-87.668978891
theft,2009,11,27,23,STREET,41.812851412,-87.68944998
criminal damage,2003,12,14,18,OTHER,41.865000681,-87.617147205
theft,2004,2,15,22,RESIDENCE,41.765745253,-87.684496164
criminal damage,2013,9,8,23,STREET,41.805912213,-87.605085586
criminal damage,2016,10,6,13,GAS STATION,41.765162688,-87.624896894
battery,2013,6,17,18,SIDEWALK,41.8818059,-87.746172894
criminal damage,2002,9,1,8,HOTEL/MOTEL,41.888165132,-87.622937212
battery,2001,3,15,24,RESIDENCE,41.897595517,-87.699071406
battery,2012,1,1,16,VACANT LOT/LAND,41.802599768,-87.659947257
battery,2004,12,18,14,RESIDENCE-GARAGE,41.794166623,-87.714606878
battery,2007,3,23,20,CHA PARKING LOT/GROUNDS,41.829875745,-87.612570753
theft,2004,7,31,15,STREET,41.77794647,-87.739832708
battery,2001,11,13,24,PARK PROPERTY,41.963897978,-87.64832015
criminal damage,2005,7,9,21,VEHICLE NON-COMMERCIAL,41.914347929,-87.703850848
battery,2006,7,21,14,STREET,41.776150283,-87.615522623
criminal damage,2012,5,2,24,"SCHOOL, PUBLIC, BUILDING",41.761286569,-87.606693651
theft,2005,5,15,22,RESIDENCE-GARAGE,41.945828703,-87.670046805
theft,2008,8,14,16,RESIDENCE-GARAGE,41.819918365,-87.702887167
theft,2009,10,24,23,STREET,41.808114033,-87.668600955
battery,2004,4,2,8,CHA PARKING LOT/GROUNDS,41.814007401,-87.628331665
criminal damage,2004,6,12,19,RESIDENCE,41.689791333,-87.62911844
theft,2010,8,23,15,STREET,41.924277399,-87.636526022
criminal damage,2007,3,12,12,STREET,41.814471837,-87.743343717
theft,2016,2,2,11,RESIDENCE,41.841901285,-87.728129583
criminal damage,2015,6,19,8,RESIDENTIAL YARD (FRONT/BACK),41.731913343,-87.643496269
battery,2011,12,27,19,RESIDENCE,41.893708388,-87.762088652
battery,2002,8,24,14,STREET,41.802336479,-87.668455285
battery,2008,11,30,12,STREET,41.879660865,-87.701374918
theft,2007,6,14,13,PARKING LOT/GARAGE(NON.RESID.),41.68613287,-87.642184302
battery,2001,6,29,21,RESIDENCE-GARAGE,41.788471398,-87.647290477
criminal damage,2010,6,10,16,STREET,41.77948639,-87.663532828
theft,2006,8,11,9,RESIDENCE-GARAGE,41.735613837,-87.592972576
criminal damage,2002,5,13,17,TAVERN/LIQUOR STORE,41.881307619,-87.676949835
battery,2006,11,21,12,STREET,41.94584483,-87.655424063
theft,2015,6,11,19,RESIDENCE,41.97678704,-87.6899821
criminal damage,2011,7,31,2,CTA BUS,41.874719371,-87.68625913
battery,2006,4,27,13,SIDEWALK,41.899557181,-87.749698209
theft,2004,9,29,24,RESIDENCE,41.752959884,-87.674429372
battery,2004,3,17,22,SIDEWALK,41.974285834,-87.657759302
criminal damage,2006,3,17,3,STREET,41.662280309,-87.55684316
theft,2004,6,5,15,RESTAURANT,41.728646864,-87.585472909
theft,2014,3,1,14,RESIDENCE PORCH/HALLWAY,41.91787493,-87.706983398
theft,2009,3,20,22,OTHER,41.877450919,-87.694776182
theft,2008,6,16,2,STREET,41.751792389,-87.658624175
battery,2003,1,30,9,SIDEWALK,41.877550905,-87.756181192
theft,2005,4,9,14,RESIDENCE,41.734847236,-87.558288899
theft,2007,8,4,20,GROCERY FOOD STORE,41.837943156,-87.72071375
criminal damage,2003,11,17,12,FACTORY/MANUFACTURING BUILDING,41.69741442,-87.606098558
criminal damage,2006,4,22,15,PARKING LOT/GARAGE(NON.RESID.),41.874222538,-87.630666454000007
theft,2007,5,18,23,PARKING LOT/GARAGE(NON.RESID.),41.929028876,-87.674384528
battery,2004,6,15,20,SIDEWALK,41.962701775,-87.653443755
theft,2005,2,27,18,RESIDENCE,41.977088903,-87.764852588
battery,2005,6,17,11,SIDEWALK,41.758402556,-87.576133289
theft,2014,5,20,24,"SCHOOL, PUBLIC, BUILDING",41.939898633,-87.754281422
criminal damage,2004,4,20,12,PARKING LOT/GARAGE(NON.RESID.),41.959125819,-87.747485772
battery,2006,9,13,14,STREET,41.745921579,-87.558855624
theft,2004,6,20,3,RESIDENCE,41.86531094,-87.695869879
battery,2001,10,3,9,STREET,41.902423653,-87.717919455
criminal damage,2007,11,30,18,STREET,41.954113931,-87.681625923
battery,2009,1,30,24,SIDEWALK,41.882295519,-87.761077636
criminal damage,2010,2,6,18,APARTMENT,41.818115956,-87.702992891
theft,2011,11,27,15,STREET,41.954971929,-87.684852403
battery,2006,5,3,12,SIDEWALK,41.927855714,-87.766124092
theft,2001,5,26,13,RESIDENCE PORCH/HALLWAY,41.760733605,-87.563094186
theft,2014,3,25,22,RESIDENCE,41.685762179,-87.659244944
battery,2010,5,7,11,GAS STATION,41.785709457,-87.722952947
criminal damage,2005,1,19,22,MOVIE HOUSE/THEATER,41.892753031,-87.624193896
battery,2002,7,2,19,ALLEY,41.853785294,-87.623839008
criminal damage,2007,8,14,11,GROCERY FOOD STORE,41.771814238,-87.694036022
criminal damage,2003,3,25,1,STREET,41.880451079,-87.749027515
battery,2014,11,22,21,ALLEY,41.694888689,-87.627960718
battery,2014,10,18,23,PARKING LOT/GARAGE(NON.RESID.),41.994758989,-87.7144777
criminal damage,2009,6,28,21,PARK PROPERTY,41.766296545,-87.561088556
criminal damage,2012,12,12,21,RESIDENCE-GARAGE,41.771007679,-87.585017725
battery,2014,8,12,18,STREET,41.98254994,-87.657984574
criminal damage,2015,5,9,2,STREET,41.940729698,-87.799490834
battery,2013,9,4,15,SIDEWALK,41.883603086,-87.707659762
theft,2010,5,31,17,APARTMENT,41.77752951,-87.613146192
theft,2006,6,12,22,GROCERY FOOD STORE,41.918570075,-87.690258545
theft,2006,11,28,10,RESIDENCE-GARAGE,41.909071727,-87.670849938
criminal damage,2001,12,21,21,STREET,41.941728084,-87.825388384
criminal damage,2001,8,19,17,DEPARTMENT STORE,41.953581464,-87.742996304
criminal damage,2008,5,10,22,STREET,41.871939284,-87.755710305
theft,2001,4,2,12,CTA PLATFORM,41.804794279,-87.683614515
theft,2007,7,13,14,RESIDENCE,41.766103873,-87.66142504
theft,2005,1,30,3,STREET,41.929218212,-87.642631393
theft,2011,12,1,10,RESIDENCE,41.772707957,-87.699317128
theft,2015,4,22,18,STREET,41.775889548,-87.615518198
criminal damage,2011,2,4,22,STREET,41.92944807,-87.692692345
theft,2008,11,2,18,STREET,41.796458518,-87.692654294
battery,2009,11,18,15,RESIDENCE,41.677121596,-87.63827611
theft,2001,2,28,15,RESIDENCE,41.804409731,-87.612702199
criminal damage,2001,12,16,14,GAS STATION,41.89252117,-87.632467604
theft,2003,7,17,20,STREET,41.695219291,-87.631307424
battery,2014,3,8,13,SIDEWALK,41.707696639,-87.623532225
battery,2007,9,4,19,CHA PARKING LOT/GROUNDS,41.844000177,-87.628442902
criminal damage,2016,11,17,19,PARK PROPERTY,41.953087341,-87.725090015
theft,2011,3,14,22,RESIDENCE,41.831349535,-87.671406128
criminal damage,2009,6,24,15,PARKING LOT/GARAGE(NON.RESID.),41.910966915,-87.645006789000007
theft,2006,10,15,19,STREET,41.837829482,-87.620624504
theft,2016,7,17,15,STREET,41.907501113,-87.677383251
theft,2008,1,27,13,PARK PROPERTY,41.947853546,-87.641158377
theft,2003,8,25,19,LAKEFRONT/WATERFRONT/RIVERBANK,41.861130782,-87.617946617
criminal damage,2011,6,1,12,COMMERCIAL / BUSINESS OFFICE,41.753455964,-87.591488535
theft,2008,11,5,1,APARTMENT,41.751444519,-87.671952841
theft,2004,1,30,9,RESIDENCE,41.738595974,-87.666782858
criminal damage,2013,7,2,19,DEPARTMENT STORE,41.754592961,-87.741528537
criminal damage,2013,4,22,19,STREET,41.881703396,-87.626203588
criminal damage,2016,5,9,16,DEPARTMENT STORE,41.945238279,-87.712670479
battery,2001,12,1,13,STREET,41.891912067,-87.713624061
theft,2011,7,3,4,COMMERCIAL / BUSINESS OFFICE,41.895925017,-87.676263922
battery,2009,7,13,20,STREET,41.823536688,-87.616989442
theft,2013,1,8,2,STREET,41.778897986,-87.762980395
theft,2008,5,27,17,APARTMENT,41.792206818,-87.615915568
battery,2013,10,31,22,APARTMENT,41.877906253,-87.731318752
criminal damage,2008,5,28,17,AIRPORT/AIRCRAFT,41.976290414,-87.905227221
battery,2004,1,31,9,CHA PARKING LOT/GROUNDS,41.828220982,-87.628942582
battery,2002,12,14,11,STREET,41.719844756,-87.578172166
battery,2013,10,9,21,RESIDENCE PORCH/HALLWAY,41.776534731,-87.68966672
theft,2003,11,21,2,STREET,41.758624082,-87.60142388
battery,2003,4,14,14,ALLEY,42.00951632,-87.670088365
criminal damage,2003,6,20,17,RESIDENTIAL YARD (FRONT/BACK),41.919912768,-87.799660703
criminal damage,2010,7,23,12,RESIDENTIAL YARD (FRONT/BACK),41.937502715,-87.709198746
theft,2010,3,5,12,BAR OR TAVERN,41.909879125,-87.676686601
criminal damage,2015,6,1,23,STREET,42.010551187,-87.675387256
battery,2007,4,29,22,SIDEWALK,41.798536599,-87.669569122
criminal damage,2001,6,21,2,VEHICLE NON-COMMERCIAL,41.747037128,-87.617899136
criminal damage,2014,2,17,20,STREET,41.827819709,-87.649273787
theft,2009,11,23,22,RESTAURANT,41.971665861,-87.772564417
criminal damage,2001,10,1,12,RESIDENCE,41.921635652,-87.709206421
theft,2013,7,10,10,APARTMENT,41.796693965,-87.673167445
battery,2012,11,6,16,RESIDENCE,41.956316911,-87.705647561
theft,2016,3,6,24,SMALL RETAIL STORE,41.976814727,-87.659880317
